spec,family,seed,dest,M,budget,L_s,lam,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,beta_span,n_beta_le_m3,n_beta_at_clamp,at_box_lower,at_box_upper,box_bind_rate,clamp_rate,rank_G_numeric,solver_residual,solver_lambda_eff,x_eff_budget_frac,x_eff_loss,v_fit_resid_rel,beta_ideal_mass_preserving
box_lam3em1,箱+λ,42,1,8,8,128,0.3,1.0429425239562988,0.381588876247406,0.8181975483894348,0.356318861246109,0.5992174744606018,0.27178558707237244,0.13163456320762634,1.0073020458221436,0.8756674826145172,0,0,0,0,0.0,0.0,8,2.2732648849487305,0.10152075290679931,0.8576710224151611,0.14232897758483887,0.2099515234019136,2.772588722239781
box_lam1e0,箱+λ,42,1,8,8,128,1.0,0.8781334161758423,0.44942590594291687,0.7310875654220581,0.4268984794616699,0.47505348920822144,0.1951594054698944,0.21945089101791382,0.8445742130279541,0.6251233220100403,0,0,0,0,0.0,0.0,8,2.988990068435669,0.33840250968933105,0.8537679314613342,0.14623206853866577,0.21818552312762898,2.772588722239781
box_lam3e0,箱+λ,42,1,8,8,128,3.0,0.8401862978935242,0.5223202705383301,0.7527803182601929,0.4672244191169739,0.34189972281455994,0.15502329170703888,0.1449790894985199,0.608224630355835,0.46324554085731506,0,0,0,0,0.0,0.0,8,4.325534820556641,1.0152075290679932,0.8648435473442078,0.13515645265579224,0.2163256952608371,2.772588722239781
box_lam1e1,箱+λ,42,1,8,8,128,10.0,0.8690740466117859,0.5940722227096558,0.7723650932312012,0.5458908081054688,0.18535932898521423,0.09594084322452545,0.07741816341876984,0.3326616883277893,0.25524352490901947,0,0,0,0,0.0,0.0,8,6.744603157043457,3.3840250968933105,0.8863723278045654,0.11362767219543457,0.20884771786644024,2.772588722239781
nobox_lam1em3,无箱互校,42,1,8,8,128,0.001,1.297375202178955,0.31466594338417053,0.9727668166160583,0.3482937216758728,-2.645573616027832,6.935075283050537,-13.815510749816895,2.297398567199707,16.1129093170166,2,2,2,0,0.25,0.25,8,1.4446812868118286,0.00033840250968933107,0.6437224745750427,0.3562775254249573,0.28913798453393863,2.772588722239781
nobox_lam1em1,无箱互校,42,1,8,8,128,0.1,1.1858110427856445,0.32846590876579285,0.9623414278030396,0.3139623701572418,0.6898744702339172,0.43292802572250366,-0.22805695235729218,1.0581417083740234,1.2861986607313156,0,0,0,0,0.0,0.0,8,1.909520149230957,0.03384025096893311,0.8693645596504211,0.13063544034957886,0.1937022644719154,2.772588722239781
scalar,参照,42,1,8,8,128,0.001,0.9476277828216553,0.2614818513393402,0.847872793674469,0.23813138902187347,0.9882016181945801,0.0,0.9882016181945801,0.9882016181945801,0.0,0,0,0,0,0.0,0.0,8,0.15734733641147614,0.0,0.9178656935691833,0.08213430643081665,0.1961052095999853,2.772588722239781
nobeta,参照,42,1,8,8,128,0.001,0.9476338028907776,0.6658192873001099,0.8142136335372925,0.6363255381584167,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,8,1.4446812868118286,0.00033840250968933107,0.9178655743598938,0.0821344256401062,0.19610498329439113,2.772588722239781
box_lam1em3,箱+λ,42,1,8,32,128,0.001,0.5666370987892151,0.06572359800338745,0.5104880928993225,0.044957295060157776,0.08195948600769043,0.572968065738678,-1.9181840419769287,0.8896857500076294,2.807869791984558,0,0,0,0,0.0,0.0,8,2.5939364149962785e-06,9.683014452457428e-05,0.67950838804245,0.32049161195755005,0.014574373248269512,1.3862943611198906
box_lam3em3,箱+λ,42,1,8,32,128,0.003,0.5656521916389465,0.06618019938468933,0.5100832581520081,0.05270547419786453,0.1440965235233307,0.45246878266334534,-1.196951985359192,0.8453536033630371,2.042305588722229,0,0,0,0,0.0,0.0,8,2.2864209313411266e-05,0.00029049043357372284,0.7021688222885132,0.2978311777114868,0.014713262244922934,1.3862943611198906
box_lam1em2,箱+λ,42,1,8,32,128,0.01,0.5639716982841492,0.06875410676002502,0.51042640209198,0.05667814239859581,0.23505525290966034,0.3055635392665863,-0.4369813799858093,0.7400482892990112,1.1770296692848206,0,0,0,0,0.0,0.0,8,0.0002371189184486866,0.0009683014452457428,0.7465066313743591,0.25349336862564087,0.01501680977747093,1.3862943611198906
box_lam3em2,箱+λ,42,1,8,32,128,0.03,0.5607936978340149,0.06741131097078323,0.5072718858718872,0.050141386687755585,0.28065213561058044,0.22540292143821716,-0.26483142375946045,0.657021164894104,0.9218525886535645,0,0,0,0,0.0,0.0,8,0.001778566394932568,0.002904904335737228,0.7744845747947693,0.2255154252052307,0.015164519640832097,1.3862943611198906
box_lam1em1,箱+λ,42,1,8,32,128,0.1,0.5571639537811279,0.06570831686258316,0.49928316473960876,0.05072253942489624,0.2670091986656189,0.17716442048549652,-0.174628347158432,0.5891381502151489,0.7637664973735809,0,0,0,0,0.0,0.0,8,0.011952758766710758,0.00968301445245743,0.7694854736328125,0.2305145263671875,0.01502027205100288,1.3862943611198906
box_lam3em1,箱+λ,42,1,8,32,128,0.3,0.5533036589622498,0.07034170627593994,0.48407408595085144,0.04514860361814499,0.230918750166893,0.12682656943798065,-0.04208139702677727,0.5064871907234192,0.5485685877501965,0,0,0,0,0.0,0.0,8,0.04516643285751343,0.02904904335737228,0.753966748714447,0.24603325128555298,0.01521060919978382,1.3862943611198906
box_lam1e0,箱+λ,42,1,8,32,128,1.0,0.5499950647354126,0.09123838692903519,0.47943443059921265,0.06807660311460495,0.17474901676177979,0.08571456372737885,0.05563964694738388,0.3697822690010071,0.3141426220536232,0,0,0,0,0.0,0.0,8,0.13101555407047272,0.09683014452457428,0.7332539558410645,0.26674604415893555,0.015855526597595194,1.3862943611198906
