seed,focus_strength,beta_mode,budget,compression_ratio,n_blocks,fixed_length,M,n_eval_queries,n_queries,lhs_median,lhs_mean,rhs_median,rhs_mean,ratio_median,ratio_p5,ratio_min,ratio_max,frac_rhs_ge_lhs,frac_rhs_ge_lhs_tol,frac_at_equality,n_violating,n_violating_strict,rel_tol,lhs_zero_frac,precondition_violation_frac,precondition_margin_median,share_out_median,share_mass_median
43,0.0,full,16,0.0625,2,128,32,48,48,0.2881271928850362,0.2914618470957702,0.6222431713507701,0.653778246463602,2.3248557586403065,1.4610787616283563,1.2811200749052767,4.094982861813399,1.0,1.0,0.0,0,0,1e-09,0.0,0.020833333333333332,8.476895539187137,0.43778045456249043,0.540182260203322
43,0.0,full,32,0.125,2,128,32,48,48,0.29657456480087757,0.30809863095025963,0.5291474525476545,0.5330667234668507,1.7109191267907968,1.1716503790745336,1.024175003849645,2.907087158936536,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,11.251050427313142,0.6101429355866941,0.3857951862396888
43,0.0,full,64,0.25,2,128,32,48,48,0.27591028999855294,0.267866533571876,0.413515972888851,0.4282761690191959,1.621050911861328,1.0706547462106681,1.024884500514054,3.0713611670146452,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,12.52210159113772,0.6137228171532412,0.38556115642809496
43,0.0,full,128,0.5,2,128,32,48,48,0.2321793678902199,0.2248813884695587,0.3052938430782193,0.3246388820848399,1.3654947298843692,1.0394576673629758,1.0204684967428506,2.667334746318119,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,13.935372516708462,0.7214122956937409,0.26758342113957306
43,0.0,full,256,1.0,2,128,32,48,48,0.21690363984326907,0.21590331038773994,0.23012835789256733,0.22783732324830877,1.0420251566074683,1.0029379921665782,1.0007792015266503,1.206668385839958,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,16.747499686981993,0.9558615383325036,0.03964095012025292
43,8.0,none,8,0.03125,2,128,32,48,48,0.7427740079840989,0.7656456600124034,2.449412097429887,2.4608181681111705,3.158433617665697,2.9423788950451883,2.8022092480572196,4.605189827361156,1.0,1.0,0.0,0,0,1e-09,0.0,0.8958333333333334,-1.2767680543901845,0.3534680348415339,0.6457627249581955
43,8.0,none,16,0.0625,2,128,32,48,48,0.5733632952216133,0.6177802606128368,1.880680085704442,1.9286533636843899,3.2867609679493603,2.4541575492710423,2.1494427718912785,5.070377303515678,1.0,1.0,0.0,0,0,1e-09,0.0,0.4791666666666667,0.294039933739878,0.3541269258404178,0.6385037757048748
43,8.0,none,32,0.125,2,128,32,48,48,0.4205699424126026,0.44133888367500007,1.2842462703249238,1.3134646542009796,2.9696638958200903,2.4383450345320723,2.067523922210246,4.630580668867821,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,1.7658227998236882,0.3675021062543391,0.6324519405004597
43,8.0,none,64,0.25,2,128,32,48,48,0.3351213375043027,0.34799004580944737,0.8313755713160086,0.8641572440176982,2.548381254283931,1.892034146162253,1.5882251015998534,3.7021489162923347,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,3.076732975936686,0.4137160160614786,0.5775205435446388
43,8.0,none,128,0.5,2,128,32,48,48,0.27326910475847904,0.29900762262657915,0.4398647573229629,0.47132628187875786,1.6103279670466064,1.296889073514815,1.1947030447245834,2.3827477909336676,1.0,1.0,0.0,0,0,1e-09,0.0,0.0,4.186435170791029,0.6133053838676007,0.3847741812789999
