spec,family,seed,dest,M,budget,L_s,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,n_beta_le_m3,n_beta_le_m7,n_beta_at_clamp,frac_beta_le_m3,clamp_rate,support_size,rank_G_numeric,rank_upper_bound,cond_G,solver_residual,x_eff_budget,x_eff_budget_frac,x_eff_loss,x_col_mean_ratio,v_fit_resid_rel,beta_ideal_mass_preserving
box77,约束族,44,0,8,32,256,0.5765758156776428,0.11081906408071518,0.5134809017181396,0.1027759537100792,0.37355539202690125,0.6892387866973877,-1.7741042375564575,1.2610057592391968,0,0,0,0.0,0.0,32,8,8,21.075616676955704,2.6835527023649774e-05,23.918439865112305,0.7474512457847595,0.2525487542152405,0.01376683806779322,0.017306495586501675,2.0794415416798357
box33_lam1em2,约束族,44,0,8,32,256,0.5761317014694214,0.11598368734121323,0.5096185803413391,0.10411413758993149,0.4685151278972626,0.46060559153556824,-0.6853485703468323,1.159618854522705,0,0,0,0.0,0.0,32,8,8,21.075616676955704,0.0012236653128638864,25.51290512084961,0.7972782850265503,0.2027217149734497,0.052298019869550225,0.016794395058273,2.0794415416798357
noridge,正则族,44,0,8,32,256,0.5775265097618103,0.11606448888778687,0.5141092538833618,0.10850430279970169,0.34783822298049927,0.7570746541023254,-2.2094881534576416,1.2740120887756348,0,0,0,0.0,0.0,32,8,8,21.075616676955704,2.6020979930763133e-06,23.641483306884766,0.7387963533401489,0.2612036466598511,0.008759459846988253,0.01738543159916914,2.0794415416798357
lam1em4,正则族,44,0,8,32,256,0.5774373412132263,0.11552619189023972,0.5140448212623596,0.10791920125484467,0.3508279621601105,0.7488730549812317,-2.1553544998168945,1.2726988792419434,0,0,0,0.0,0.0,32,8,8,21.075616676955704,3.800247441176907e-06,23.670372009277344,0.739699125289917,0.260300874710083,0.009262441871359404,0.017377392065407084,2.0794415416798357
lam1em2,正则族,44,0,8,32,256,0.5759769678115845,0.11759170144796371,0.5096304416656494,0.10407395660877228,0.46506747603416443,0.4657694101333618,-0.697920024394989,1.1617273092269897,0,0,0,0.0,0.0,32,8,8,21.075616676955704,0.0012241823133081198,25.436655044555664,0.7948954701423645,0.2051045298576355,0.05049754926297356,0.016824311219811584,2.0794415416798357
lam1em1,正则族,44,0,8,32,256,0.5668005347251892,0.10873810201883316,0.4907369911670685,0.08340191096067429,0.4607354402542114,0.23243355751037598,-0.19654947519302368,0.8597478866577148,0,0,0,0.0,0.0,32,8,8,21.075616676955704,0.031098870560526848,25.80503273010254,0.8064072728157043,0.19359272718429565,0.093725114766385,0.016697279300785087,2.0794415416798357
scalar,对照,44,0,8,32,256,0.5753671526908875,0.08737396448850632,0.4745432436466217,0.10580254346132278,0.5485372543334961,0.0,0.5485372543334961,0.5485372543334961,0,0,0,0.0,0.0,32,8,8,21.075616676955704,0.027848923578858376,27.41663932800293,0.8567699790000916,0.14323002099990845,0.14906233896289897,0.014183465123250956,2.0794415416798357
nobeta,对照,44,0,8,32,256,0.5753672122955322,0.40688031911849976,0.5284071564674377,0.3973027765750885,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,32,8,8,21.075616676955704,2.6837558834813535e-05,27.4166259765625,0.8567695617675781,0.14323043823242188,0.1490623600262048,0.014183452980607626,2.0794415416798357
unbound,基准,44,0,8,64,256,0.5666017532348633,0.11000766605138779,0.5030583739280701,0.08076179027557373,-0.11908446252346039,0.6368240714073181,-2.005439043045044,0.9971432685852051,0,0,0,0.0,0.0,64,8,8,18.28953311381484,6.362390649883309e-07,34.559669494628906,0.5399948358535767,0.46000516414642334,0.005348561407018947,0.020811029137321812,1.3862943611198906
box33,约束族,44,0,8,64,256,0.5654112696647644,0.10871147364377975,0.5016109347343445,0.07745897769927979,-0.0897037535905838,0.5922412872314453,-1.7565712928771973,0.9761579036712646,0,0,0,0.0,0.0,64,8,8,18.28953311381484,6.335616262731492e-07,35.207462310791016,0.5501165986061096,0.4498834013938904,0.007005398434095063,0.020820518061146973,1.3862943611198906
box77,约束族,44,0,8,64,256,0.566580057144165,0.11000298708677292,0.503032386302948,0.08070095628499985,-0.11851608008146286,0.6359402537345886,-2.0002801418304443,0.996762752532959,0,0,0,0.0,0.0,64,8,8,18.28953311381484,6.361527198350814e-07,34.57160568237305,0.5401813387870789,0.45981866121292114,0.005378271243797369,0.020811245497148446,1.3862943611198906
box33_lam1em2,约束族,44,0,8,64,256,0.5606169104576111,0.09309693425893784,0.49467411637306213,0.0673983171582222,0.033027533441782,0.4136556088924408,-0.9420433044433594,0.8475494384765625,0,0,0,0.0,0.0,64,8,8,18.28953311381484,4.509370410232805e-05,38.63174819946289,0.6036210656166077,0.39637893438339233,0.017744540374224512,0.020928236554016533,1.3862943611198906
noridge,正则族,44,0,8,64,256,0.5676292777061462,0.11037129163742065,0.5042362213134766,0.08315249532461166,-0.14447349309921265,0.6786184906959534,-2.2615222930908203,1.0135624408721924,0,0,0,0.0,0.0,64,8,8,18.28953311381484,2.349848315930103e-08,34.05752944946289,0.5321488976478577,0.46785110235214233,0.004073279313137787,0.020791503766844913,1.3862943611198906
lam1em4,正则族,44,0,8,64,256,0.5675258040428162,0.11033342778682709,0.5041157603263855,0.0829077810049057,-0.14175720512866974,0.6740405559539795,-2.2322757244110107,1.011904239654541,0,0,0,0.0,0.0,64,8,8,18.28953311381484,4.24315480529458e-08,34.10887908935547,0.5329512357711792,0.4670487642288208,0.004201075972897642,0.020793585678237917,1.3862943611198906
lam1em2,正则族,44,0,8,64,256,0.5607573986053467,0.09298046678304672,0.49541667103767395,0.06981456279754639,0.01949632540345192,0.4315592646598816,-1.0138744115829468,0.8645376563072205,0,0,0,0.0,0.0,64,8,8,18.28953311381484,4.510769940679893e-05,38.19217300415039,0.5967527031898499,0.40324729681015015,0.016377679619156624,0.020926655802630117,1.3862943611198906
lam1em1,正则族,44,0,8,64,256,0.5576730370521545,0.07184237241744995,0.48290443420410156,0.04952153190970421,0.19700869917869568,0.14550316333770752,-0.16973967850208282,0.5167803764343262,0,0,0,0.0,0.0,64,8,8,18.28953311381484,0.0023727884981781244,45.63145065307617,0.7129914164543152,0.2870085835456848,0.04721048126233068,0.021435127888256036,1.3862943611198906
scalar,对照,44,0,8,64,256,0.5576448440551758,0.07500580698251724,0.48416176438331604,0.05208121985197067,0.26055189967155457,0.0,0.26055189967155457,0.26055189967155457,0,0,0,0.0,0.0,64,8,8,18.28953311381484,0.0051703546196222305,48.918331146240234,0.7643489241600037,0.23565107583999634,0.07197325808074456,0.021280141396527317,1.3862943611198906
nobeta,对照,44,0,8,64,256,0.557644784450531,0.2189767062664032,0.5049423575401306,0.2140912115573883,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,64,8,8,18.28953311381484,6.362390649883309e-07,48.918331146240234,0.7643489241600037,0.23565107583999634,0.07197325808074456,0.021280128150007318,1.3862943611198906
unbound,基准,44,0,16,8,256,0.5873842239379883,0.3500187397003174,0.5534694790840149,0.20168554782867432,-2.603679656982422,6.93792200088501,-13.815510749816895,1.6629782915115356,2,2,2,0.25,0.25,6,8,8,33.17517688605715,1.708784818649292,5.395122051239014,0.6743902564048767,0.3256097435951233,6.415894659307668e-08,0.4184137464623006,3.4657359027997265
box33,约束族,44,0,16,8,256,0.5865671634674072,0.34591853618621826,0.5534525513648987,0.20292063057422638,0.09933164715766907,1.9739526510238647,-3.0,1.6544084548950195,2,0,0,0.25,0.0,6,8,8,33.17517688605715,1.7161126136779785,5.4756550788879395,0.6844568848609924,0.31554311513900757,0.0031921326142835276,0.4119416395409488,3.4657359027997265
box77,约束族,44,0,16,8,256,0.5873823165893555,0.34994345903396606,0.5534709095954895,0.20167553424835205,-0.8998167514801025,3.797760486602783,-7.0,1.6626126766204834,2,2,0,0.25,0.0,6,8,8,33.17517688605715,1.708916425704956,5.397511959075928,0.674688994884491,0.32531100511550903,5.850465768819372e-05,0.4184098648552954,3.4657359027997265
box33_lam1em2,约束族,44,0,16,8,256,0.5836988687515259,0.3272322118282318,0.5545785427093506,0.1968650072813034,0.3640677332878113,1.5721298456192017,-3.0,1.6244831085205078,1,0,0,0.125,0.0,7,8,8,33.17517688605715,1.7326760292053223,5.676036834716797,0.7095046043395996,0.2904953956604004,0.0032924549968211614,0.3758444361392752,3.4657359027997265
noridge,正则族,44,0,16,8,256,0.5873571634292603,0.3548206686973572,0.5533549785614014,0.20044730603694916,-2.603614091873169,6.938431739807129,-13.815510749816895,1.6655874252319336,2,2,2,0.25,0.25,6,8,8,33.17517688605715,1.7086716890335083,5.395892143249512,0.674486517906189,0.32551348209381104,6.386805361416745e-08,0.41844330639257105,3.4657359027997265
lam1em4,正则族,44,0,16,8,256,0.5873597264289856,0.35432806611061096,0.5533665418624878,0.20057299733161926,-2.603616714477539,6.938381671905518,-13.815510749816895,1.6653244495391846,2,2,2,0.25,0.25,6,8,8,33.17517688605715,1.7086732387542725,5.395834922790527,0.6744793653488159,0.3255206346511841,6.389758000068703e-08,0.41844017124845145,3.4657359027997265
lam1em2,正则族,44,0,16,8,256,0.583892822265625,0.3272817134857178,0.554440438747406,0.19617769122123718,-0.9711693525314331,5.243812561035156,-13.815510749816895,1.624798059463501,1,1,1,0.125,0.125,7,8,8,33.17517688605715,1.727684736251831,5.67240047454834,0.7090500593185425,0.2909499406814575,6.613888257956938e-08,0.3750257405284274,3.4657359027997265
lam1em1,正则族,44,0,16,8,256,0.6038407683372498,0.3164362609386444,0.5519700646400452,0.2240922898054123,0.6472875475883484,0.9050806164741516,-1.4739097356796265,1.4534695148468018,0,0,0,0.0,0.0,8,8,8,33.17517688605715,1.917474627494812,5.9999213218688965,0.7499901652336121,0.25000983476638794,0.013930735818933837,0.357239819117039,3.4657359027997265
scalar,对照,44,0,16,8,256,0.6224510073661804,0.2495059370994568,0.5385053157806396,0.19809919595718384,1.3113784790039062,0.0,1.3113784790039062,1.3113784790039062,0,0,0,0.0,0.0,8,8,8,33.17517688605715,0.19401589035987854,6.989962577819824,0.873745322227478,0.12625467777252197,0.14829632831665962,0.3446507971974078,3.4657359027997265
nobeta,对照,44,0,16,8,256,0.6224508881568909,0.7500603795051575,0.7887063026428223,0.7186233997344971,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,8,8,33.17517688605715,1.708784818649292,6.989962577819824,0.873745322227478,0.12625467777252197,0.14829632831665962,0.3446507971974078,3.4657359027997265
unbound,基准,44,0,16,16,256,0.6823830604553223,0.22637955844402313,0.6073530316352844,0.12212955206632614,-5.399972438812256,7.675547122955322,-13.815510749816895,1.8816940784454346,7,7,7,0.4375,0.4375,9,16,16,2599.0523943444878,0.364579975605011,7.8061089515686035,0.4878818094730377,0.5121181905269623,7.333336165363388e-08,0.38511854079436514,2.772588722239781
box33,约束族,44,0,16,16,256,0.6492696404457092,0.23087778687477112,0.5837519764900208,0.11299987882375717,-0.6706670522689819,2.1563608646392822,-3.0,1.8776177167892456,7,0,0,0.4375,0.0,9,16,16,2599.0523943444878,0.3699378967285156,8.149737358093262,0.5093585848808289,0.49064141511917114,0.0037252306422157857,0.3575150897471581,2.772588722239781
box77,约束族,44,0,16,16,256,0.6823636889457703,0.22659146785736084,0.6073367595672607,0.12196257710456848,-2.4182260036468506,4.192196369171143,-7.0,1.8816194534301758,7,7,0,0.4375,0.0,9,16,16,2599.0523943444878,0.3646691143512726,7.816590309143066,0.48853689432144165,0.5114631056785583,6.689575049031394e-05,0.38512182523106187,2.772588722239781
box33_lam1em2,约束族,44,0,16,16,256,0.6267290115356445,0.22624266147613525,0.5253075361251831,0.09921546280384064,-0.5183330774307251,2.009890556335449,-3.0,1.8325941562652588,5,0,0,0.3125,0.0,11,16,16,2599.0523943444878,0.38087135553359985,8.449363708496094,0.5280852317810059,0.47191476821899414,0.003857139191694831,0.2731054896372964,2.772588722239781
noridge,正则族,44,0,16,16,256,0.6824027895927429,0.22837206721305847,0.607336699962616,0.12241099774837494,-5.400398254394531,7.675245761871338,-13.815510749816895,1.8864388465881348,7,7,7,0.4375,0.4375,9,16,16,2599.0523943444878,0.36453139781951904,7.797117233276367,0.48731982707977295,0.512680172920227,7.324134265746374e-08,0.38515957137097784,2.772588722239781
lam1em4,正则族,44,0,16,16,256,0.6824000477790833,0.22816364467144012,0.6073384284973145,0.1223834976553917,-5.400351047515869,7.67527961730957,-13.815510749816895,1.8859624862670898,7,7,7,0.4375,0.4375,9,16,16,2599.0523943444878,0.36453184485435486,7.798069000244141,0.4873793125152588,0.5126206874847412,7.325109120398361e-08,0.3851551921220489,2.772588722239781
lam1em2,正则族,44,0,16,16,256,0.6295342445373535,0.22628550231456757,0.5273230075836182,0.1001845970749855,-3.1864755153656006,6.470734596252441,-13.815510749816895,1.8323806524276733,4,4,4,0.25,0.25,12,16,16,2599.0523943444878,0.3789919912815094,8.353809356689453,0.5221130847930908,0.4778869152069092,7.783864482614873e-08,0.26130109973883275,2.772588722239781
lam1em1,正则族,44,0,16,16,256,0.5393387675285339,0.17558303475379944,0.48443013429641724,0.10502053052186966,0.33578866720199585,0.8309569954872131,-1.4439400434494019,1.4463659524917603,0,0,0,0.0,0.0,16,16,16,2599.0523943444878,0.6861972808837891,10.661977767944336,0.666373610496521,0.333626389503479,0.021218537040669852,0.15576265615378262,2.772588722239781
scalar,对照,44,0,16,16,256,0.5841231346130371,0.14222344756126404,0.558061420917511,0.13572128117084503,0.9069551825523376,0.0,0.9069551825523376,0.9069551825523376,0,0,0,0.0,0.0,16,16,16,2599.0523943444878,0.13922278583049774,13.608808517456055,0.8505505323410034,0.14944946765899658,0.12087830983325808,0.11124011372110919,2.772588722239781
nobeta,对照,44,0,16,16,256,0.584123432636261,0.5886224508285522,0.6235153079032898,0.5698375701904297,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,9,16,16,2599.0523943444878,0.364579975605011,13.608808517456055,0.8505505323410034,0.14944946765899658,0.1208783101709789,0.11124018836739775,2.772588722239781
unbound,基准,44,0,16,32,256,0.482275128364563,0.0978301465511322,0.4130319654941559,0.06280103325843811,0.35534361004829407,0.8585547208786011,-2.8504371643066406,1.9157450199127197,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.006146563682705164,26.024805068969727,0.813275158405304,0.18672484159469604,0.008910361646931673,0.03367031570900581,2.0794415416798357
box33,约束族,44,0,16,32,256,0.4827118515968323,0.09579306095838547,0.41325655579566956,0.06268825381994247,0.3676702380180359,0.8213092088699341,-2.5486745834350586,1.9139413833618164,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.006083291489630938,26.10228729248047,0.8156964778900146,0.18430352210998535,0.012116666258837436,0.03361109632008025,2.0794415416798357
box77,约束族,44,0,16,32,256,0.4822957515716553,0.09778384119272232,0.4130519926548004,0.06281834095716476,0.35561028122901917,0.8577020168304443,-2.843564987182617,1.9157072305679321,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.0061454614624381065,26.0262393951416,0.813319981098175,0.18668001890182495,0.00897255493369042,0.033670253503765346,2.0794415416798357
box33_lam1em2,约束族,44,0,16,32,256,0.48985323309898376,0.10096678882837296,0.41932350397109985,0.05396031588315964,0.43110015988349915,0.6103148460388184,-1.4157079458236694,1.6885881423950195,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.023058060556650162,26.607833862304688,0.8314948081970215,0.16850519180297852,0.06665078611842806,0.032612008622137166,2.0794415416798357
noridge,正则族,44,0,16,32,256,0.48057082295417786,0.10634861141443253,0.41182395815849304,0.05852131545543671,0.007037371397018433,2.6032629013061523,-13.815510749816895,1.9461560249328613,1,1,1,0.03125,0.03125,31,16,16,39.982894534187345,0.004749060142785311,25.83304786682129,0.8072827458381653,0.19271725416183472,1.5173251755497442e-07,0.03396132737522537,2.0794415416798357
lam1em4,正则族,44,0,16,32,256,0.4807351529598236,0.10572946071624756,0.4119367003440857,0.057761672884225845,0.00777927041053772,2.602944850921631,-13.815510749816895,1.9430761337280273,1,1,1,0.03125,0.03125,31,16,16,39.982894534187345,0.004876663442701101,25.845399856567383,0.8076687455177307,0.1923312544822693,1.521390673515176e-07,0.03392481600933266,2.0794415416798357
lam1em2,正则族,44,0,16,32,256,0.4900123178958893,0.10103797167539597,0.41903436183929443,0.05388220027089119,0.43016666173934937,0.6103283166885376,-1.4035356044769287,1.6894625425338745,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.023097246885299683,26.587350845336914,0.8308547139167786,0.16914528608322144,0.06737593892124931,0.03265869676537044,2.0794415416798357
lam1em1,正则族,44,0,16,32,256,0.47972896695137024,0.09161609411239624,0.39997223019599915,0.06185659021139145,0.37728098034858704,0.4186698794364929,-0.931014895439148,1.052825689315796,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.1336672157049179,25.128276824951172,0.7852586507797241,0.21474134922027588,0.07820771968900923,0.03695952665792368,2.0794415416798357
scalar,对照,44,0,16,32,256,0.4385758638381958,0.08680649101734161,0.3732514977455139,0.10075223445892334,0.5065901875495911,0.0,0.5065901875495911,0.5065901875495911,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.04197225719690323,26.759685516357422,0.8362401723861694,0.16375982761383057,0.11004214083336933,0.02671125061396015,2.0794415416798357
nobeta,对照,44,0,16,32,256,0.43857672810554504,0.376556932926178,0.42834150791168213,0.3618561923503876,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,32,16,16,39.982894534187345,0.006146563682705164,26.75969123840332,0.8362403512001038,0.16375964879989624,0.11004215523364891,0.026711312819200615,2.0794415416798357
unbound,基准,44,0,16,64,256,0.4591827392578125,0.0797860249876976,0.3805510103702545,0.03388239070773125,-0.24889126420021057,1.8276838064193726,-13.815510749816895,0.9709380865097046,1,1,1,0.015625,0.015625,63,16,16,29.31768585955751,9.649910498410463e-05,38.92086410522461,0.6081385016441345,0.3918614983558655,5.554076597516993e-08,0.03734747586062659,1.3862943611198906
box33,约束族,44,0,16,64,256,0.45645853877067566,0.07806190848350525,0.3795328140258789,0.032974932342767715,-0.05812583118677139,0.6874093413352966,-3.0,0.9633477926254272,1,0,0,0.015625,0.0,63,16,16,29.31768585955751,9.454134851694107e-05,39.49308395385742,0.6170794367790222,0.3829205632209778,0.002786895224455603,0.0370554626900355,1.3862943611198906
box77,约束族,44,0,16,64,256,0.45913228392601013,0.07975451648235321,0.3805309534072876,0.03386596962809563,-0.1419828236103058,1.0631002187728882,-7.0,0.9708011746406555,1,1,0,0.015625,0.0,63,16,16,29.31768585955751,9.646180114941671e-05,38.9321403503418,0.6083146929740906,0.3916853070259094,5.065378330828489e-05,0.037342144871518476,1.3862943611198906
box33_lam1em2,约束族,44,0,16,64,256,0.4505290687084198,0.06276430189609528,0.38488197326660156,0.0308424960821867,0.09897233545780182,0.4075137972831726,-1.060086965560913,0.8646248579025269,0,0,0,0.0,0.0,64,16,16,29.31768585955751,0.0005464613204821944,43.31161880493164,0.6767440438270569,0.3232559561729431,0.020298310560532176,0.03532570601703089,1.3862943611198906
noridge,正则族,44,0,16,64,256,0.4625530540943146,0.08198967576026917,0.38200223445892334,0.034334637224674225,-0.28010135889053345,1.8425297737121582,-13.815510749816895,0.9843055009841919,1,1,1,0.015625,0.015625,63,16,16,29.31768585955751,7.583067053928971e-05,38.30645751953125,0.5985383987426758,0.4014616012573242,5.515071993212952e-08,0.037624012367389235,1.3862943611198906
lam1em4,正则族,44,0,16,64,256,0.4622010290622711,0.08176323771476746,0.3818530738353729,0.03428547456860542,-0.27666789293289185,1.8407747745513916,-13.815510749816895,0.9829468727111816,1,1,1,0.015625,0.015625,63,16,16,29.31768585955751,7.761195593047887e-05,38.37042999267578,0.5995379686355591,0.4004620313644409,5.519154874688016e-08,0.03759561256485355,1.3862943611198906
lam1em2,正则族,44,0,16,64,256,0.45011383295059204,0.06374900043010712,0.38404297828674316,0.03136477246880531,0.09037017822265625,0.4192453920841217,-1.1259922981262207,0.8695024847984314,0,0,0,0.0,0.0,64,16,16,29.31768585955751,0.0005490024923346937,43.03014373779297,0.6723459959030151,0.32765400409698486,0.018914485610021646,0.035492751969783735,1.3862943611198906
lam1em1,正则族,44,0,16,64,256,0.44149115681648254,0.05112174525856972,0.3834303617477417,0.03162916377186775,0.1968006044626236,0.19486936926841736,-0.3970022201538086,0.563927173614502,0,0,0,0.0,0.0,64,16,16,29.31768585955751,0.011870614252984524,46.861236572265625,0.7322068214416504,0.2677931785583496,0.036567716670004864,0.034211653703916815,1.3862943611198906
scalar,对照,44,0,16,64,256,0.42669203877449036,0.06357669085264206,0.3631446957588196,0.04633977264165878,0.2266453206539154,1.5018958521295644e-08,0.2266453057527542,0.2266453057527542,0,0,0,0.0,0.0,64,16,16,29.31768585955751,0.007052266038954258,47.65779113769531,0.7446529865264893,0.25534701347351074,0.04078978029949684,0.03141913604882605,1.3862943611198906
nobeta,对照,44,0,16,64,256,0.4266916811466217,0.20203916728496552,0.3662363290786743,0.1957172304391861,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,63,16,16,29.31768585955751,9.649910498410463e-05,47.6578254699707,0.7446535229682922,0.25534647703170776,0.04078979111128648,0.03141910183594379,1.3862943611198906
unbound,基准,44,0,32,8,256,0.5237090587615967,0.22837193310260773,0.46602100133895874,0.17448869347572327,0.5910585522651672,1.1350234746932983,-1.9879800081253052,1.6344414949417114,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0856447219848633,5.762458801269531,0.7203073501586914,0.2796926498413086,0.005648612296186919,0.4537116340677733,3.4657359027997265
box33,约束族,44,0,32,8,256,0.5237090587615967,0.22837193310260773,0.46602100133895874,0.17448869347572327,0.5910584926605225,1.1350234746932983,-1.9879802465438843,1.6344414949417114,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0856447219848633,5.762458801269531,0.7203073501586914,0.2796926498413086,0.0056486107993751035,0.4537116340677733,3.4657359027997265
box77,约束族,44,0,32,8,256,0.5237090587615967,0.2283722311258316,0.46602094173431396,0.17448849976062775,0.5910574197769165,1.135025978088379,-1.987987756729126,1.63444185256958,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0856447219848633,5.762457847595215,0.7203072309494019,0.27969276905059814,0.005648567224925531,0.45371174056856,3.4657359027997265
box33_lam1em2,约束族,44,0,32,8,256,0.5181006193161011,0.2278207391500473,0.4609360098838806,0.19248859584331512,0.7027990221977234,0.8431711196899414,-1.0902658700942993,1.5807225704193115,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0916075706481934,5.838703155517578,0.7298378944396973,0.27016210556030273,0.013702795277000903,0.4454469600166273,3.4657359027997265
noridge,正则族,44,0,32,8,256,0.5246632695198059,0.2286083847284317,0.4668905735015869,0.1717173010110855,0.5653903484344482,1.202790379524231,-2.193027973175049,1.6410143375396729,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0855703353881836,5.751228332519531,0.7189035415649414,0.2810964584350586,0.004608131949977238,0.45625636386569196,3.4657359027997265
lam1em4,正则族,44,0,32,8,256,0.5245667695999146,0.2285812795162201,0.4668024480342865,0.1719977855682373,0.5682457685470581,1.195236325263977,-2.170226812362671,1.6403511762619019,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.085570812225342,5.752392768859863,0.7190490961074829,0.2809509038925171,0.004713714849335558,0.4559823018411958,3.4657359027997265
lam1em2,正则族,44,0,32,8,256,0.5181006789207458,0.2278207391500473,0.4609360098838806,0.19248859584331512,0.7027989029884338,0.8431711196899414,-1.0902658700942993,1.5807225704193115,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0916075706481934,5.8387041091918945,0.7298380136489868,0.2701619863510132,0.013702795277000903,0.4454469600166273,3.4657359027997265
lam1em1,正则族,44,0,32,8,256,0.5087374448776245,0.2355811595916748,0.4534832835197449,0.14170177280902863,0.838097095489502,0.4469440281391144,0.1354718804359436,1.3606318235397339,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.2684242725372314,6.054028034210205,0.7567535042762756,0.24324649572372437,0.045131501194027375,0.4441303617909164,3.4657359027997265
scalar,对照,44,0,32,8,256,0.5111125707626343,0.19262157380580902,0.44314706325531006,0.2085588127374649,1.2803839445114136,1.2744008870413381e-07,1.280383825302124,1.280383825302124,0,0,0,0.0,0.0,8,8,8,11.24056284860845,0.13954639434814453,7.007107734680176,0.875888466835022,0.12411153316497803,0.13413055209306451,0.4502906512969741,3.4657359027997265
nobeta,对照,44,0,32,8,256,0.511112630367279,0.714633584022522,0.7232346534729004,0.7010728120803833,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,8,11.24056284860845,3.0856447219848633,7.007107734680176,0.875888466835022,0.12411153316497803,0.13413053794890178,0.4502906157967118,3.4657359027997265
unbound,基准,44,0,32,16,256,0.42082393169403076,0.14938557147979736,0.3711200952529907,0.091780886054039,-0.7298389673233032,3.8655388355255127,-13.815510749816895,1.627202033996582,2,1,1,0.125,0.0625,15,16,16,20.807175396538977,0.858325719833374,10.781389236450195,0.6738368272781372,0.3261631727218628,7.53410248282313e-08,0.2807254237186632,2.772588722239781
box33,约束族,44,0,32,16,256,0.41941386461257935,0.15070974826812744,0.37081611156463623,0.09060944616794586,0.09454984217882156,1.4318552017211914,-3.0,1.6250100135803223,2,0,0,0.125,0.0,14,16,16,20.807175396538977,0.8631798624992371,10.868104934692383,0.6792565584182739,0.3207434415817261,0.0037418211687012936,0.27918504958991974,2.772588722239781
box77,约束族,44,0,32,16,256,0.4208216965198517,0.14940732717514038,0.37112128734588623,0.09178288280963898,-0.3039800226688385,2.440321445465088,-7.0,1.6272262334823608,2,1,0,0.125,0.0,15,16,16,20.807175396538977,0.858411967754364,10.782438278198242,0.6739023923873901,0.32609760761260986,6.869633247715244e-05,0.2807267017281039,2.772588722239781
box33_lam1em2,约束族,44,0,32,16,256,0.41007617115974426,0.14529146254062653,0.359369695186615,0.08351793140172958,0.2766724228858948,1.1456190347671509,-3.0,1.5606306791305542,1,0,0,0.0625,0.0,15,16,16,20.807175396538977,0.8797374367713928,11.48816967010498,0.7180106043815613,0.2819893956184387,0.003762486594948764,0.2655638474701017,2.772588722239781
noridge,正则族,44,0,32,16,256,0.42438384890556335,0.1479065716266632,0.37246429920196533,0.09129657596349716,-1.2732298374176025,4.9628777503967285,-13.815510749816895,1.632325530052185,2,2,2,0.125,0.125,14,16,16,20.807175396538977,0.8580849766731262,10.700844764709473,0.668802797794342,0.33119720220565796,7.53450073462717e-08,0.2826147654252301,2.772588722239781
lam1em4,正则族,44,0,32,16,256,0.4239758551120758,0.14805445075035095,0.3723233938217163,0.09179432690143585,-1.2716288566589355,4.962893486022949,-13.815510749816895,1.6318458318710327,2,2,2,0.125,0.125,14,16,16,20.807175396538977,0.8580877780914307,10.708491325378418,0.6692807078361511,0.3307192921638489,7.534389406142686e-08,0.2824105679168232,2.772588722239781
lam1em2,正则族,44,0,32,16,256,0.41019365191459656,0.145379438996315,0.3598548471927643,0.08652666211128235,-0.39811304211616516,3.6540212631225586,-13.815510749816895,1.5592634677886963,1,1,1,0.0625,0.0625,15,16,16,20.807175396538977,0.8750535249710083,11.455001831054688,0.715937614440918,0.28406238555908203,7.592760723235494e-08,0.26612414810904245,2.772588722239781
lam1em1,正则族,44,0,32,16,256,0.41508105397224426,0.14908768236637115,0.350751131772995,0.09403211623430252,0.4817321300506592,0.6077992916107178,-1.3096932172775269,1.2011046409606934,0,0,0,0.0,0.0,16,16,16,20.807175396538977,1.1448487043380737,12.293374061584473,0.7683358788490295,0.23166412115097046,0.018582284718564792,0.2538201654695245,2.772588722239781
